"","Cell_Type1","Cell_Type2","Cell_Type3","Cell_Type4"
"Gene1",46.5691064884782,68.0590624536745,59.8061043267532,68.9590104243505
"Gene2",31.5401209653707,46.6809658379469,39.9870425838387,48.9756774942003
"Gene3",165.807982017146,242.14908968545,523.793077217413,249.132398405693
"Gene4",42.1985462930508,60.2966656788517,50.7572291428331,85.0343066644416
"Gene5",29.4598161308395,43.41948287412,36.7683508842713,43.1691094664232
"Gene6",1357.41230154983,1961.73332237625,1653.94069648867,2006.7391059387
"Gene7",14.9229606297712,21.2410735487352,17.2136828611427,21.7884552899491
"Gene8",11.8568469301563,49.174465633544,8.30226500355023,6.95615510039178
"Gene9",146.781559178817,104.827099576608,220.818330534739,220.696847935739
"Gene10",520.255836748418,762.774142220625,2725.524050945,772.9380718399
"Gene11",1.31874459354357,1.93190267462452,1.53917095516288,1.00763952847443
"Gene12",17.2554762478188,24.8600191594832,21.7216289212049,25.5134624639118
"Gene13",58.8438518971715,30.7736883399701,72.5350542938143,85.303281441427
"Gene14",297.187671511881,1673.69267909574,1559.33996627601,452.462435008068
"Gene15",93.8439903393246,135.857430380954,118.600445778382,140.734329044905
"Gene16",66.8101492979645,99.2921030993914,80.5730958924824,99.8964178320415
"Gene17",82.8167530104706,121.348492755651,100.930643221052,123.31000002068
"Gene18",152.541243223381,227.206748320626,191.035831495348,229.165503993791
"Gene19",9.92583783065475,15.1741198833176,12.3294291448261,14.1707830040134
"Gene20",2.17331114212376,8.64505992228793,2.55869315860101,2.88527445620294
"Gene21",0.0744427107811263,0.149172456694409,0.195356320614764,0.131820784579122
"Gene22",11.0931299994533,16.0140278075113,13.6202087038787,16.6680468135461
"Gene23",121.937642055655,63.5397988498836,52.468559611813,62.6014195868238
"Gene24",10.075376009311,9.22885073069138,12.7260172440471,2.0857893162169
"Gene25",48.5394774389859,71.9695195350627,60.5621715138817,71.7394373701722
"Gene26",55.8301563585374,247.762827110617,16.6196968692411,85.0454356081637
"Gene27",0.959221546313766,1.53259913058298,1.39126271253139,1.58324104259673
"Gene28",61.262707102296,87.9424897206831,76.1695598769943,90.825791067767
"Gene29",21.0856490057264,30.7548089245992,26.7332193935881,31.5581921632578
"Gene30",75.6834364032288,217.447207103958,1824.40005247672,44.7969604598566
"Gene31",53.6740792024292,79.4068836851664,68.4031822909804,23.5203445396717
"Gene32",5.76597370896921,4.59428655932458,7.48168810739347,9.26879090444973
"Gene33",1.59586884928032,2.83576618026992,2.20820585088732,2.25924945927024
"Gene34",0.803527300480389,1.17832818533443,1.02072891925059,1.26118945065946
"Gene35",1324.48044542643,1338.64991751725,1125.48993673196,1358.80699911554
"Gene36",1.41808020845116,2.1481319043608,1.70183203635452,2.05433912717147
"Gene37",4.69826237028375,23.6868512212216,18.5563826023464,24.2533976807827
"Gene38",10.3411297846626,14.6041778211823,2.45000229794608,14.0069607101396
"Gene39",13.8313938530147,20.9102616713806,17.1913626334361,20.4067553613641
"Gene40",35.2299672590382,15.8397103964053,45.1967582299513,55.442573983082
"Gene41",0.914282472822295,14.0944363734009,0.541740944920069,1.96852462272983
"Gene42",113.494854606071,166.16602883481,136.697916813125,166.96249507021
"Gene43",0.534001671946853,0.921543986379587,0.47707698455446,0.766113166996557
"Gene44",0.721954809136277,0.2140097764668,0.92548544052467,1.02447877055773
"Gene45",1226.16434332515,1818.76605069648,1523.41988317439,1835.760791804
"Gene46",49.0493029864052,72.4317848428998,20.2112997718721,72.75093812943
"Gene47",11.815660715842,17.3261241887139,15.1363234672361,17.4239859106963
"Gene48",449.943545925887,654.323129355434,547.828485932645,660.441159955894
"Gene49",235.984921460126,344.472523852581,292.195303258089,352.067452334183
"Gene50",0.0153485907495296,0.0861180612441097,0.102230290700693,0.102482078829763
"Gene51",73.5992479451455,109.251588824283,286.995116347314,106.957035471518
"Gene52",31.196328989925,46.4439874163742,98.5603395490624,8.46588701309018
"Gene53",2.94119599889885,4.59999298554326,3.8577651413307,1.68667553586677
"Gene54",26.6250933771538,38.5143395699353,32.5447122354282,38.8874098304435
"Gene55",4.43596013257699,6.16617224314426,5.22634044682063,6.04149249530684
"Gene56",6.98186801108838,9.51226821395987,8.2764320424017,10.2701581029866
"Gene57",9.56047784551429,13.4550484871574,11.0907597278908,3.23597539672738
"Gene58",24.0218621874898,35.2668105347182,29.9779305931336,36.0827601927432
"Gene59",37.4552741651343,53.0050736697068,15.8175579264105,53.7997461552917
"Gene60",6.56438059682681,9.75175168526116,7.63933685402341,10.2929801918579
"Gene61",27.2230224726762,10.3189396172313,23.9607852374218,6.28742783151354
"Gene62",8.96604290390644,13.3825336493286,11.363350168547,14.0353076714738
"Gene63",15.3391978715739,22.2339631333738,18.5732296426725,11.9619866940418
"Gene64",36.8214587995132,52.6054351297456,46.5680138500428,15.6100249897614
"Gene65",2.29451466618995,1.66988476092489,3.08924375778218,3.68729739579051
"Gene66",14.0067716457357,18.9092800923156,6.9852424306805,8.2339059198204
"Gene67",90.605289359536,134.347675290011,110.467613017072,135.278742902028
"Gene68",0.04333835747713,0.394848528081778,0.126030511792338,0.0988897296872401
"Gene69",24.3567889838222,37.7734737610587,31.8456715093887,36.8474298028456
"Gene70",0.193818619452766,0.293530197964585,0.256025429405475,0.305534396922334
"Gene71",0.132465065484808,0.137187420181924,0.109846245894056,0.906510956200363
"Gene72",5.84425798517316,9.2482967722396,7.50033856859577,8.98971911293703
"Gene73",52.3793782655,78.5710391419681,65.3807822472219,77.3288343134999
"Gene74",74.1554329632589,109.453560260157,93.1465116738789,178.716833966902
"Gene75",13.5394871769178,4.15880289074708,3.64404435208907,3.94926912583185
"Gene76",18.6819461522095,11.5508906622076,9.85789403286704,11.9085806432751
"Gene77",5.02879698184111,6.76998007608889,5.39980618864716,6.77458398556815
"Gene78",93.5346916730217,137.773206136616,116.999800886791,138.408783658999
"Gene79",368.255026381845,546.052865362114,456.030612565095,135.68388346976
"Gene80",25.0416797439382,36.139270874368,30.6285058450256,37.4945570564968
"Gene81",25.0657859719142,35.2138112705777,30.003830042067,36.2564938874464
"Gene82",70.9584338781886,50.9838617793968,88.0005635354914,51.6182937178527
"Gene83",12.3753555757533,4.68776008286036,15.5054670007273,18.8972371977251
"Gene84",18.2473132210783,26.641607252585,22.9874431618691,26.7946073243245
"Gene85",0.949802623969557,1.72788497816344,1.55379651719378,0.563807894011233
"Gene86",0.0751383822056717,0.215601536453056,0.1068197754433,0.145614414173109
"Gene87",56.7068650971967,81.5802123534332,70.0122548293761,85.3854955269275
"Gene88",26.922678670241,11.9612612757864,10.3733107183166,12.0322590015563
"Gene89",6.24723366048172,8.49191108603664,1.40048970838709,8.9458472287538
"Gene90",102.623132239915,25.6653397497544,55.5575686240874,67.8237834140653
"Gene91",1.12725233592335,0.562727999791999,9.41970925698854,1.82610846467569
"Gene92",56.3299816705084,137.129257832239,70.1781935176637,83.8909742288017
"Gene93",29.2057309915954,42.0784815212393,35.864799598916,43.3293104371025
"Gene94",44.6403074728386,65.3427306173017,53.3425138040275,173.283888786344
"Gene95",25.5449665674752,36.1745266115795,31.4581145035666,36.5645323923591
"Gene96",63.7944166224401,92.9640827786657,78.1618953411464,94.0836129885944
"Gene97",15.3424115914275,72.5239149703756,19.1200554145254,22.4462139480484
"Gene98",19.9649646461636,29.2523119125843,24.9875435900557,31.13462456256
"Gene99",0.827212535778082,1.40652463649041,0.981051520399315,0.528949179798838
"Gene100",15.6662172210877,22.3590413911135,19.4742826706562,22.8206344483803
"Gene101",184.196251366427,263.167464101068,227.596066440163,269.220078983876
"Gene102",5.64916439696678,9.41401626522455,7.65662118386866,8.35917018038116
"Gene103",42.536844814724,63.532055689642,53.3182285614201,378.596668435877
"Gene104",62.2933355846751,94.0415395243788,80.2297714660204,96.2367432220817
"Gene105",65.1651720131565,94.5507872111036,81.9928048781083,95.6050794256157
"Gene106",136.588350546277,216.208894595873,183.005340958995,216.647152995733
"Gene107",1.4652218418807,2.02509773694148,1.72417323338442,2.05496461423917
"Gene108",80.8196386800768,120.441201025729,100.258148124653,124.041647679879
"Gene109",10.4896691904393,7.82679623847974,12.3452045459175,3.7036697312146
"Gene110",36.6910417122662,52.8817200312165,45.7324160633802,52.2383515867191
"Gene111",36.8219861548748,22.0432700472684,18.6998465494732,21.7859680523568
"Gene112",72.9413978136835,12.6310147446864,5.65654637891526,17.7511381394256
"Gene113",1.06852759227428,1.25386878955296,1.03999506113245,0.378032118972009
"Gene114",5.15006550143859,7.74606999813096,6.38771777725502,8.05092680969853
"Gene115",12.4379716080787,18.3135859621062,15.376612019914,9.42918415756134
"Gene116",24.4982832500763,36.1375237373893,30.323034386486,35.4163577648459
"Gene117",0.584307703816551,0.807697397100793,0.633900017434749,0.724970774769008
"Gene118",21.4855749901785,31.8379539300306,26.8071172972684,32.4790623502041
"Gene119",21.2042146540995,29.6188697925847,24.8355637472548,30.1584552649352
"Gene120",9.64238419972048,14.3640262385806,12.4814825235411,14.9382623447954
"Gene121",2.24853300249158,3.61512627268319,2.80418723128166,3.33237774282233
"Gene122",2.25329715323853,10.3129445138511,53.085993428911,19.80907671351
"Gene123",596.336253127026,874.530370640642,739.652818404511,176.74510415784
"Gene124",56.4624690773728,83.016089459451,68.3143618198906,213.23358860885
"Gene125",0.923269327665541,1.53599515925453,0.473032234292071,1.53836984777759
"Gene126",4.71170622330057,6.31356818141802,33.092908852536,6.79248404555766
"Gene127",0.650687952963939,0.396888466669858,0.25467103043237,0.432328476481304
"Gene128",1.47645307730665,2.22165051627192,1.75848900998493,1.83040281443467
"Gene129",16.8101036690845,13.0033868851014,47.0201240306062,56.484370715575
"Gene130",328.481520583118,492.204447548338,196.199714596427,491.531655409171
"Gene131",6.59334416863329,9.20545544047811,7.99102852806633,9.48890433962034
"Gene132",13.9580529326384,28.2415827267031,23.373463265127,29.7332125564043
"Gene133",12.9128565033192,18.7070214893614,7.67422096489891,19.360457499187
"Gene134",26.4817085808437,39.4389760074199,33.5549300427217,39.8002977134771
"Gene135",3.58956106149614,4.81419435065042,4.04116212834621,4.97469722602253
"Gene136",17.9071820709793,25.8532309608142,21.6627833738397,99.8637267968133
"Gene137",3.69079247351652,5.48259430519323,4.40446074452047,6.12027675486606
"Gene138",42.419350529078,61.4607329919487,50.7602966200389,63.4923660817799
