1-March
ADGRG2
ADGRG3
ADGRG5
ADGRL1
ADGRL2
ADGRL3
ADGRL4
ADH1A
ADH1B
ADH1C
ADH5
ADH6
ADHFE1
ADIPOR1
ADIPOR2
ADIRF
ADK
ADM
ADM5
ADNP2
ADO
ADORA1
ADORA2B
ADORA3
ADPGK
ADPRH
ADPRHL1
ADPRHL2
ADPRM
ADRA2A
ADRA2B
ADRA2C
ADRB2
ADSL
ADSS
ADSSL1
ADTRP
AEBP1
AEBP2
AFAP1
AFAP1L1
AFAP1L2
AFF1
AFF2
AFF3
AFG1L
AFP
AGAP1
AGAP2
AGAP3
AGAP4
AGAP6
AGBL2
AGBL3
AGBL5
AGER
AGFG2
AGGF1
AGK
AGL
AGMAT
AGO1
AGO2
AGO3
AGO4
AGPAT1
AGPAT4
AGPS
AGR2
AGRP
AGTPBP1
AGTR1
AGTRAP
AHCY
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHRR
AHSA1
AHSA2
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIMP2
AIP
AIPL1
AJAP1
AJUBA
AK1
AK6
AK8
AK9
AKAP10
AKAP11
AKAP12
AKAP13
AKAP17A
AKAP6
AKAP7
AKAP8L
AKIP1
AKIRIN2
AKNA
AKNAD1
AKR1A1
AKR1B1
AKR1B10
AKR1B15
AKR1C4
AKR1D1
AKR1E2
AKR7A2
AKR7A3
AKT2
AKT3
AKTIP
AL031708.1
AL049697.1
AL136295.5
AL138694.1
AL138752.2
AL139353.1
AL159163.1
AL162231.1
AL353588.1
AL360181.3
AL391650.1
AL513523.10
AL590132.1
AL592183.1
AL845331.2
ALAS1
ALB
ALDH16A1
ALDH1A1
ALDH1A3
ALDH1B1
ALDH1L2
ALDH2
ALDH3A1
ALDH3B1
ALDH5A1
ALDH6A1
ALDH7A1
ALDOB
ALDOC
ALG10
ALG10B
ALG12
ALG13
ALG14
ALG1L
ALG1L2
ALG3
ALG6
ALG8
ALG9
ALKAL2
ALKBH1
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALMS1
ALOX12B
ALOX15B
ALOX5
ALOX5AP
ALPK1
ALPK3
ALPL
ALPP
ALPPL2
ALS2
ALYREF
AMACR
AMBP
AMDHD1
AMDHD2
AMER1
AMH
AMHR2
AMIGO1
AMIGO2
AMN1
AMOT
AMOTL1
AMOTL2
AMPD2
AMPD3
AMT
AMY1A
AMY1B
AMY1C
AMY2A
AMY2B
AMZ1
AMZ2
ANAPC1
ANAPC11
ANAPC15
ANAPC2
ANAPC4
ANAPC7
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPTL1
ANGPTL2
ANGPTL4
ANGPTL6
ANK1
ANK2
ANK3
ANKAR
ANKDD1A
ANKH
ANKLE1
ANKRA2
ANKRD1
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD30B
ANKRD34A
ANKRD35
ANKRD37
ANKRD42
ANKRD44
ANKRD45
ANKRD50
ANKRD52
ANKRD53
ANKRD6
ANKRD62
ANKRD9
ANKS1A
ANKS3
ANKS4B
ANKUB1
ANKZF1
ANLN
ANO1
ANO10
ANO5
ANO7
ANOS1
ANP32A
ANP32B
ANP32D
ANP32E
ANTXR1
ANTXR2
ANXA1
ANXA10
ANXA13
ANXA2
ANXA2R
ANXA3
ANXA6
ANXA8
ANXA8L1
AOAH
AOC1
AOC3
AOX1
AP002360.1
AP002495.1
AP003108.2
AP1B1
AP1M1
AP1S1
AP1S2
AP2A1
AP2M1
AP2S1
AP3B2
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4E1
AP4M1
AP4S1
AP5B1
AP5S1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APCDD1
APCDD1L
APCS
APELA
APEX1
APEX2
APH1B
APLF
APLNR
APLP1
APMAP
APOBEC2
APOBEC3A
APOBEC3G
APOBR
APOC1
APOD
APOE
APOH
APOL1
APOL2
APOL3
APOL4
APOLD1
APOM
APOO
APOPT1
APPL1
AQP1
AQP12A
AQP12B
AQP3
AQP5
AQP6
AQP7
AQP8
AQP9
ARAF
ARAP1
AREG
AREL1
ARF5
ARFGAP1
ARFGAP3
ARFGEF1
ARFGEF3
ARFIP2
ARFRP1
ARG2
ARGLU1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP33
ARHGAP35
ARHGAP39
ARHGAP4
ARHGAP40
ARHGAP42
ARHGAP45
ARHGAP6
ARHGAP9
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF15
ARHGEF17
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF28
ARHGEF3
ARHGEF37
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID2
ARID3A
ARID4A
ARID5A
ARID5B
ARL1
ARL10
ARL11
ARL13B
ARL14
ARL14EP
ARL15
ARL16
ARL17A
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL6
ARL6IP5
ARL6IP6
ARL8B
ARL9
ARMC1
ARMC10
ARMC2
ARMC5
ARMC6
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARNT
ARNT2
ARNTL
ARPC1B
ARPC3
ARPC4
ARPC5
ARPIN
ARRB1
ARRB2
ARRDC2
ARRDC3
ARSA
ARSB
ARSE
ARSG
ARSI
ARSJ
ART3
ART4
ARTN
ARV1
ARVCF
ARX
ASAH1
ASAP1
ASAP2
ASAP3
ASB1
ASB11
ASB12
ASB13
ASB14
ASB15
ASB2
ASB3
ASB6
ASB8
ASCC1
ASCC2
ASCC3
ASCL2
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH2L
ASIC1
ASIC3
ASMTL
ASNA1
ASNS
ASPA
ASPH
ASPHD1
ASPHD2
ASPM
ASPN
ASRGL1
ASTE1
ASTN1
ASTN2
ASXL1
ASXL3
ASZ1
ATAD2
ATAD3C
ATAD5
ATAT1
ATCAY
ATE1
ATF2
ATF3
ATF5
ATF7
ATF7IP
ATF7IP2
ATG10
ATG101
ATG13
ATG14
ATG16L1
ATG16L2
ATG2B
ATG3
ATG4B
ATG4C
ATG4D
ATG7
ATG9B
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH8
ATOX1
ATP10A
ATP11B
ATP11C
ATP13A2
ATP13A4
ATP13A5
ATP1A2
ATP1B2
ATP1B3
ATP2A1
ATP2A3
ATP2B4
ATP2C1
ATP2C2
ATP5EP2
ATP5G2
ATP5J
ATP5L
ATP5L2
ATP5S
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A2
ATP6V0B
ATP6V0D1
ATP6V0E1
ATP6V0E2
ATP6V1B1
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1E2
ATP6V1F
ATP6V1H
ATP7B
ATP8A2
ATP8B2
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF2
ATR
ATXN1
ATXN1L
ATXN2
ATXN3
ATXN7L1
ATXN7L2
AUNIP
AURKA
AURKB
AURKC
AVEN
AVIL
AVPR1A
AVPR2
AXIN2
AXL
AZGP1
AZI2
AZIN1
AZIN2
B3GALNT1
B3GALT2
B3GALT5
B3GALT6
B3GAT2
B3GAT3
B3GNT4
B3GNT6
B3GNT8
B3GNT9
B3GNTL1
B4GALNT1
B4GALNT2
B4GALNT4
B4GALT1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B4GAT1
B9D1
BABAM1
BACE1
BACH1
BACH2
BAG2
BAG3
BAG4
BAG5
BAHD1
BAIAP2
BAIAP2L2
BAIAP3
BAMBI
BANP
BARD1
BARX2
BASP1
BATF
BATF3
BAZ2A
BBC3
BBIP1
BBOF1
BBOX1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS9
BBX
BCAM
BCAR1
BCAR3
BCAS3
BCAS4
BCAT1
BCAT2
BCDIN3D
BCKDHB
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L11
BCL2L12
BCL2L14
BCL2L2
BCL6B
BCL7A
BCL7C
BCL9
BCO1
BCOR
BCORL1
BCR
BCS1L
BDH1
BDH2
BDKRB1
BDKRB2
BDNF
BDP1
BEAN1
BEGAIN
BEND3
BEND6
BEND7
BEST1
BET1
BET1L
BEX1
BEX2
BEX3
BEX4
BEX5
BGN
BHLHB9
BHLHE22
BICC1
BICD1
BICD2
BICRAL
BID
BIN2
BIN3
BIRC2
BIRC5
BIRC7
BIVM
BLK
BLMH
BLOC1S2
BLOC1S3
BLOC1S6
BLVRA
BLZF1
BMF
BMI1
BMP1
BMP2
BMP2K
BMP4
BMP7
BMPR1A
BMPR1B
BMPR2
BMS1
BMT2
BMX
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BOC
BOD1
BOD1L2
BOK
BOLA1
BOLA2-SMG1P6
BOLA3
BOP1
BORA
BORCS5
BORCS6
BORCS7
BPGM
BPI
BPIFB1
BRAF
BRCA1
BRD8
BRF1
BRF2
BRI3
BRICD5
BRIP1
BRIX1
BRMS1
BROX
BRPF1
BRPF3
BRSK1
BRSK2
BSCL2
BSG
BSN
BSPRY
BST1
BST2
BTBD11
BTBD16
BTBD19
BTBD3
BTBD8
BTBD9
BTC
BTD
BTF3L4
BTG1
BTG2
BTG3
BTK
BTN2A1
BTN2A2
BTN3A1
BTN3A2
BTN3A3
BTNL3
BTNL9
BUB1B
BUB3
BUD13
BYSL
BZW2
C10orf10
C10orf128
C10orf35
C10orf67
C10orf76
C10orf88
C11orf1
C11orf21
C11orf24
C11orf53
C11orf68
C11orf70
C11orf71
C11orf74
C11orf80
C11orf84
C11orf86
C11orf95
C11orf96
C12orf10
C12orf29
C12orf4
C12orf43
C12orf45
C12orf54
C12orf60
C12orf65
C12orf66
C12orf73
C12orf76
C14orf105
C14orf132
C14orf159
C14orf28
C14orf37
C14orf79
C14orf80
C14orf93
C15orf39
C15orf40
C15orf41
C15orf48
C15orf52
C15orf59
C15orf61
C16orf45
C16orf46
C16orf59
C16orf62
C16orf72
C16orf74
C16orf86
C16orf89
C16orf91
C16orf95
C17orf113
C17orf50
C17orf51
C17orf53
C17orf62
C17orf67
C17orf75
C17orf80
C17orf97
C18orf21
C18orf32
C18orf54
C19orf12
C19orf18
C19orf24
C19orf25
C19orf33
C19orf38
C19orf44
C19orf47
C19orf48
C19orf54
C19orf60
C19orf68
C19orf70
C19orf81
C1GALT1
C1GALT1C1
C1QA
C1QB
C1QBP
C1QC
C1QL1
C1QTNF1
C1QTNF12
C1QTNF2
C1QTNF3
C1QTNF4
C1QTNF6
C1R
C1RL
C1S
C1orf109
C1orf112
C1orf115
C1orf116
C1orf122
C1orf131
C1orf141
C1orf158
C1orf159
C1orf162
C1orf174
C1orf186
C1orf21
C1orf216
C1orf35
C1orf52
C1orf53
C1orf54
C1orf56
C1orf64
C1orf74
C2
C20orf144
C20orf196
C20orf204
C20orf27
C20orf96
C21orf58
C21orf59
C21orf91
C22orf23
C22orf39
C22orf46
C2CD2L
C2CD3
C2CD4A
C2CD4B
C2CD4C
C2CD4D
C2CD6
C2orf16
C2orf40
C2orf42
C2orf50
C2orf54
C2orf68
C2orf72
C2orf76
C2orf81
C2orf82
C2orf91
C3
C3AR1
C3orf18
C3orf33
C3orf35
C3orf52
C3orf58
C3orf62
C3orf67
C3orf70
C3orf80
C4A
C4B
C4BPA
C4BPB
C4orf19
C4orf32
C4orf36
C4orf46
C4orf48
C5
C5AR1
C5AR2
C5orf24
C5orf30
C5orf34
C5orf38
C5orf42
C5orf46
C5orf49
C5orf51
C5orf56
C6
C6orf106
C6orf120
C6orf136
C6orf141
C6orf15
C6orf163
C6orf203
C6orf222
C6orf223
C6orf226
C6orf48
C6orf52
C6orf62
C7
C7orf26
C7orf31
C7orf43
C7orf49
C7orf50
C7orf61
C8A
C8B
C8G
C8orf33
C8orf34
C8orf44
C8orf46
C8orf58
C8orf59
C8orf76
C8orf88
C9orf16
C9orf172
C9orf24
C9orf50
C9orf64
C9orf72
C9orf85
CA11
CA12
CA3
CA4
CA5A
CA5B
CA8
CA9
CAAP1
CAB39L
CABLES1
CABLES2
CABP1
CABP4
CACNA1A
CACNA1C
CACNA1D
CACNA1G
CACNA1H
CACNA1I
CACNA2D1
CACNA2D2
CACNA2D4
CACNB1
CACNB2
CACNB3
CACNB4
CACNG4
CACNG8
CACTIN
CACUL1
CACYBP
CAD
CADM1
CADM3
CADM4
CADPS
CADPS2
CALB2
CALCRL
CALD1
CALHM2
CALML4
CALN1
CALU
CALY
CAMK1
CAMK1D
CAMK2B
CAMK2D
CAMK2N2
CAMKK1
CAMLG
CAMSAP1
CAMSAP2
CAMSAP3
CAMTA1
CAMTA2
CAND2
CANX
CAP1
CAP2
CAPG
CAPN10
CAPN13
CAPN6
CAPN9
CAPRIN2
CAPS2
CAPZA1
CARD11
CARD14
CARD16
CARD6
CARD8
CARD9
CARF
CARM1
CARMIL1
CARMIL2
CARMIL3
CARNMT1
CARNS1
CASC1
CASC3
CASD1
CASKIN1
CASKIN2
CASP1
CASP10
CASP2
CASP8
CASP9
CASR
CASS4
CASTOR1
CAT
CATIP
CATSPER1
CATSPER3
CATSPERE
CATSPERG
CAV1
CAVIN1
CAVIN3
CAVIN4
CBARP
CBFA2T3
CBL
CBLB
CBLL1
CBS
CBSL
CBX1
CBX2
CBX4
CBX5
CBX8
CC2D1A
CCBE1
CCDC102A
CCDC102B
CCDC106
CCDC110
CCDC112
CCDC113
CCDC115
CCDC117
CCDC122
CCDC124
CCDC125
CCDC126
CCDC127
CCDC130
CCDC134
CCDC137
CCDC14
CCDC141
CCDC142
CCDC146
CCDC149
CCDC150
CCDC151
CCDC152
CCDC153
CCDC154
CCDC157
CCDC159
CCDC167
CCDC169
CCDC17
CCDC170
CCDC171
CCDC174
CCDC175
CCDC18
CCDC183
CCDC184
CCDC187
CCDC189
CCDC191
CCDC192
CCDC22
CCDC24
CCDC27
CCDC28A
CCDC28B
CCDC3
CCDC30
CCDC32
CCDC34
CCDC36
CCDC40
CCDC43
CCDC50
CCDC51
CCDC57
CCDC58
CCDC59
CCDC61
CCDC68
CCDC69
CCDC7
CCDC71
CCDC71L
CCDC73
CCDC77
CCDC78
CCDC8
CCDC80
CCDC81
CCDC82
CCDC84
CCDC85B
CCDC85C
CCDC86
CCDC88A
CCDC88C
CCDC9
CCDC91
CCDC92
CCDC93
CCDC94
CCDC96
CCHCR1
CCL11
CCL15
CCL18
CCL2
CCL20
CCL21
CCL22
CCL23
CCL3
CCL3L3
CCL4
CCL4L2
CCL5
CCM2
CCM2L
CCNA2
CCNB1
CCNB1IP1
CCNB2
CCND1
CCND2
CCND3
CCNDBP1
CCNE1
CCNF
CCNG1
CCNG2
CCNH
CCNI2
CCNJ
CCNJL
CCNL2
CCNO
CCNT1
CCNT2
CCNY
CCNYL1
CCP110
CCR1
CCR10
CCR4
CCR5
CCR7
CCRL2
CCSAP
CCSER2
CCT3
CCT4
CCT5
CCT6B
CD101
CD109
CD14
CD151
CD163
CD180
CD1C
CD1D
CD2
CD200
CD207
CD209
CD22
CD226
CD247
CD248
CD27
CD274
CD276
CD28
CD2AP
CD300A
CD300E
CD300LB
CD300LF
CD302
CD320
CD33
CD34
CD36
CD37
CD38
CD3D
CD3E
CD3EAP
CD3G
CD4
CD40
CD44
CD46
CD47
CD48
CD5
CD52
CD53
CD55
CD58
CD6
CD68
CD69
CD7
CD70
CD72
CD74
CD79A
CD79B
CD81
CD82
CD83
CD84
CD86
CD8A
CD8B
CD9
CD93
CD99
CD99L2
CDA
CDADC1
CDAN1
CDC20
CDC20B
CDC23
CDC25B
CDC25C
CDC26
CDC27
CDC34
CDC37
CDC37L1
CDC40
CDC42EP3
CDC42EP4
CDC42EP5
CDC42SE2
CDC45
CDC6
CDC7
CDC73
CDCA2
CDCA3
CDCA4
CDCA5
CDCA7
CDCA7L
CDCA8
CDCP1
CDH11
CDH13
CDH15
CDH17
CDH19
CDH2
CDH22
CDH23
CDH24
CDH26
CDH5
CDH7
CDHR3
CDIP1
CDIPT
CDK1
CDK11B
CDK14
CDK17
CDK18
CDK2
CDK20
CDK4
CDK5
CDK5R2
CDK5RAP1
CDK5RAP2
CDK7
CDK8
CDK9
CDKL3
CDKL5
CDKN1B
CDKN1C
CDKN2A
CDKN2AIPNL
CDKN2C
CDKN2D
CDON
CDPF1
CDS1
CDS2
CDT1
CDX2
CDYL
CDYL2
CEACAM19
CEACAM21
CEACAM3
CEACAM4
CEACAM5
CEACAM7
CEBPA
CEBPB
CEBPD
CECR2
CEL
CELA2A
CELA2B
CELA3A
CELA3B
CELF2
CELF4
CELF5
CELSR1
CELSR2
CELSR3
CEMIP
CENPA
CENPBD1
CENPC
CENPE
CENPF
CENPH
CENPJ
CENPK
CENPL
CENPM
CENPN
CENPO
CENPP
CENPQ
CENPS
CENPT
CENPU
CENPV
CENPVL1
CENPVL2
CEP104
CEP112
CEP120
CEP126
CEP131
CEP135
CEP152
CEP162
CEP164
CEP170
CEP250
CEP295NL
CEP350
CEP44
CEP55
CEP57L1
CEP63
CEP68
CEP85L
CEP89
CEP95
CEP97
CEPT1
CERCAM
CERK
CERKL
CERS4
CERS5
CERS6
CES1
CES3
CES4A
CFAP126
CFAP157
CFAP20
CFAP221
CFAP43
CFAP45
CFAP54
CFAP65
CFAP69
CFAP70
CFAP73
CFAP74
CFAP97
CFC1
CFC1B
CFD
CFDP1
CFHR1
CFHR3
CFL1
CFL2
CFTR
CGB1
CGB2
CGB3
CGB5
CGB7
CGB8
CGGBP1
CGREF1
CGRRF1
CH25H
CHAC1
CHAC2
CHAD
CHADL
CHAF1A
CHCHD1
CHCHD10
CHCHD4
CHCHD6
CHCHD7
CHD1
CHD1L
CHD5
CHD7
CHDH
CHEK1
CHEK2
CHERP
CHGA
CHGB
CHI3L1
CHI3L2
CHIC1
CHIC2
CHID1
CHKB
CHL1
CHM
CHMP4A
CHN1
CHN2
CHORDC1
CHPF
CHRDL1
CHRFAM7A
CHRM3
CHRNA10
CHRNA5
CHRNA7
CHRNB1
CHRNE
CHST1
CHST10
CHST11
CHST12
CHST13
CHST14
CHST15
CHST2
CHST3
CHST6
CHST7
CHST9
CHSY1
CHTF18
CHUK
CHURC1
CIAPIN1
CIART
CIB2
CIDEB
CIITA
CILP2
CINP
CIRBP
CISD1
CISH
CIT
CITED2
CITED4
CKAP2
CKAP2L
CKAP4
CKAP5
CKLF
CKMT1A
CKMT1B
CKMT2
CKS1B
CKS2
CLASP1
CLASP2
CLCN1
CLCN3
CLCN4
CLCN5
CLCN6
CLCN7
CLCNKA
CLCNKB
CLDN1
CLDN11
CLDN14
CLDN15
CLDN18
CLDN2
CLDN23
CLDN3
CLDN34
CLDN4
CLDN5
CLDND1
CLEC10A
CLEC11A
CLEC14A
CLEC18B
CLEC2B
CLEC2D
CLEC4A
CLEC4E
CLEC5A
CLEC7A
CLECL1
CLGN
CLHC1
CLIC2
CLIC3
CLIC4
CLIC5
CLIP3
CLIP4
CLK1
CLK3
CLK4
CLLU1
CLMP
CLN3
CLN5
CLN6
CLN8
CLNS1A
CLP1
CLPB
CLPS
CLPSL1
CLPTM1L
CLSPN
CLSTN2
CLSTN3
CLTA
CLTB
CLTCL1
CLUAP1
CLUL1
CLVS1
CLYBL
CMAS
CMC1
CMIP
CMKLR1
CMPK2
CMSS1
CMTM2
CMTM3
CMTM4
CMTM6
CMTM7
CMTM8
CMTR1
CMTR2
CNBD2
CNBP
CNDP1
CNEP1R1
CNFN
CNGA1
CNIH1
CNIH3
CNKSR2
CNKSR3
CNN1
CNN2
CNN3
CNNM2
CNNM4
CNOT10
CNOT3
CNOT4
CNOT6
CNOT6L
CNOT8
CNPY3
CNPY4
CNR1
CNRIP1
CNST
CNTD1
CNTLN
CNTN2
CNTN4
CNTNAP1
CNTNAP2
CNTNAP3B
CNTRL
COA1
COA3
COA5
COA6
COA7
COBL
COBLL1
COCH
COG1
COG2
COG4
COG6
COG7
COG8
COIL
COL10A1
COL11A1
COL12A1
COL13A1
COL14A1
COL15A1
COL16A1
COL17A1
COL18A1
COL19A1
COL1A1
COL1A2
COL21A1
COL22A1
COL23A1
COL24A1
COL26A1
COL27A1
COL3A1
COL4A1
COL4A2
COL4A3
COL4A3BP
COL4A4
COL4A5
COL5A1
COL5A2
COL5A3
COL6A1
COL6A2
COL6A3
COL7A1
COL8A1
COL8A2
COL9A1
COL9A3
COLEC12
COLGALT1
COLGALT2
COLQ
COMMD1
COMMD10
COMMD2
COMMD6
COMMD9
COMP
COMTD1
COPRS
COPS2
COPS3
COPS4
COPS7A
COPS7B
COPS8
COPZ2
COQ10A
COQ2
COQ3
COQ6
COQ7
COQ8A
COQ9
CORIN
CORO1A
CORO1B
CORO1C
CORO2B
CORO6
CORO7
COTL1
COX15
COX16
COX17
COX19
COX6B2
COX7A1
COX7B2
CP
CPA1
CPA2
CPA3
CPA5
CPAMD8
CPB1
CPE
CPEB1
CPED1
CPLX1
CPNE2
CPNE5
CPNE7
CPOX
CPPED1
CPQ
CPSF3
CPSF4
CPT1B
CPT1C
CPTP
CPVL
CPXM1
CPXM2
CRABP2
CRAMP1
CRB1
CRB3
CRBN
CRCP
CREB3L1
CREB3L2
CREB3L4
CREB5
CREBL2
CREBRF
CREBZF
CREG1
CREG2
CREM
CRHR2
CRIM1
CRIP2
CRIP3
CRIPT
CRISP3
CRISPLD1
CRISPLD2
CRKL
CRLF1
CRLF3
CRLS1
CRMP1
CROCC
CROT
CRP
CRTAC1
CRTAM
CRTAP
CRTC1
CRTC2
CRTC3
CRX
CRY2
CRYAB
CRYBB1
CRYBB3
CRYBG1
CRYBG2
CRYBG3
CRYGS
CRYL1
CRYM
CRYZL1
CSAD
CSE1L
CSF1
CSF1R
CSF2
CSF2RA
CSF3R
CSGALNACT1
CSGALNACT2
CSK
CSMD1
CSMD2
CSMD3
CSNK1E
CSNK1G3
CSNK2A2
CSRNP1
CSRNP2
CSRNP3
CSRP1
CSRP2
CST1
CST2
CST4
CST5
CST6
CST7
CSTA
CSTB
CSTF1
CSTF2
CSTF2T
CT83
CTBS
CTC1
CTCFL
CTDSP2
CTF1
CTGF
CTHRC1
CTIF
CTLA4
CTNNA2
CTNNAL1
CTNNBIP1
CTNNBL1
CTNS
CTPS1
CTPS2
CTRB1
CTRB2
CTRC
CTSA
CTSB
CTSC
CTSD
CTSE
CTSF
CTSG
CTSH
CTSK
CTSL
CTSS
CTSV
CTSW
CTSZ
CTTNBP2
CTU1
CTU2
CTXN1
CTXND1
CUBN
CUEDC2
CUL2
CUL9
CUTC
CUX2
CUZD1
CWC15
CWC27
CWF19L1
CWF19L2
CX3CL1
CXCL1
CXCL12
CXCL13
CXCL14
CXCL16
CXCL17
CXCL2
CXCL3
CXCL6
CXCL8
CXCR2
CXCR3
CXCR4
CXCR5
CXCR6
CXXC4
CXorf36
CXorf40A
CXorf40B
CXorf56
CXorf65
CYB561A3
CYB561D1
CYB5D2
CYB5R1
CYB5R2
CYB5R3
CYB5R4
CYB5RL
CYBB
CYFIP1
CYFIP2
CYGB
CYHR1
CYLD
CYP1B1
CYP21A2
CYP26B1
CYP27A1
CYP27B1
CYP2B6
CYP2C8
CYP2D6
CYP2E1
CYP2R1
CYP2S1
CYP2U1
CYP2W1
CYP39A1
CYP3A43
CYP46A1
CYP4F11
CYP4F12
CYP4F3
CYP4V2
CYP7B1
CYR61
CYS1
CYSLTR1
CYSLTR2
CYSRT1
CYTH1
CYTH3
CYTH4
CYTIP
CYYR1
D2HGDH
DAAM1
DAAM2
DAB2
DAB2IP
DACH1
DACT1
DACT2
DACT3
DAGLB
DALRD3
DAP3
DAPK1
DAPK2
DAPK3
DAPL1
DAPP1
DARS
DARS2
DAW1
DBF4B
DBN1
DBNDD1
DBNL
DBP
DBR1
DBT
DCAF1
DCAF10
DCAF12
DCAF13
DCAF15
DCAF16
DCAF4
DCAF4L2
DCAF5
DCAF7
DCAF8
DCAKD
DCBLD1
DCBLD2
DCDC1
DCHS1
DCLK1
DCLK2
DCLRE1A
DCLRE1C
DCN
DCP1B
DCP2
DCPS
DCST2
DCT
DCTN3
DCTN4
DCTPP1
DCUN1D1
DCUN1D2
DCUN1D5
